id,text,fraud_reported
842643,"The insured is 23-year-old male, wife, working as protective-serv, with MD education. a customer for 60 months, residing in ZIP 432220, hobbies include reading. Coverage terms include coverage 500/1000, a $500.00 deductible, an annual premium of $1,215.36, an umbrella limit of $3,000,000.00. Property damage was reported, one vehicle was involved, no police report was available, an ambulance was called, around 9 AM, 1 injury(ies) were reported, no witnesses were present. Claims were filed totaling $56,520.00 and including injury $4,710.00, property $9,420.00, vehicle $42,390.00.",N
626808,"A parked car incident that resulted in minor damage in Springfield, SC at 6582 Elm Lane. One vehicle was involved, around 5 AM, no property damage was reported, no police report was available, 1 injury(ies) were reported, there were 1 witness(es). On 2015-01-08, in Springfield, SC at 6582 Elm Lane, parked car incident that resulted in minor damage.",N
644081,"The claim was recorded totaling $46,200.00 and including injury $4,200.00, property $8,400.00, vehicle $33,600.00. The insured is 38-year-old female, not-in-family, working as machine-op-inspct, with College education. a customer for 180 months, residing in ZIP 476685, hobbies include board-games. A police report was available, there were 2 witness(es), the police were contacted, no injuries were reported, one vehicle was involved, no property damage was reported.",Y
892874,"A multi-vehicle collision involving a side-impact collision that resulted in major damage. Around 12 pm, property damage was reported, 4 vehicles were involved, no police report was available, authorities were contacted, no injuries were reported, no witnesses were present. On 2015-01-29, in Hillsdale, WV at 9573 Weaver Ave, multi-vehicle collision involving a side-impact collision that resulted in major damage. The claim was recorded totaling $63,120.00 and including injury $10,520.00, property $10,520.00, vehicle $42,080.00.",Y
558938,"The claim was recorded totaling $52,110.00 and including injury $5,790.00, property $5,790.00, vehicle $40,530.00. On 2015-02-22, in Riverwood, NY at 5074 3rd St, multi-vehicle collision involving a rear-end collision that resulted in major damage. The insured is 26-year-old male, own-child, working as machine-op-inspct, with College education. a customer for 70 months; residing in ZIP 619884; hobbies include hiking. The vehicle was a 2012 Nissan Maxima.",N
275265,"On 2015-01-06, in Northbend, WV at 4546 Tree St, single-vehicle collision involving a side-impact collision that resulted in a total loss. The insured is 31-year-old male, unmarried, working as machine-op-inspct, with High School education. a customer for 140 months; residing in ZIP 470610; hobbies include reading. A single-vehicle collision involving a side-impact collision that resulted in a total loss in Northbend, WV at 4546 Tree St. The vehicle was a 2015 Suburu Legacy.",N
921202,"A single-vehicle collision involving a side-impact collision that resulted in a total loss in Northbrook, NY at 3842 Solo Ridge. The vehicle was a 2015 Accura TL. Claims were filed totaling $72,930.00 and including injury $6,630.00, property $13,260.00, vehicle $53,040.00.",N
143972,"The claim was recorded totaling $60,400.00 and including injury $6,040.00, property $6,040.00, vehicle $48,320.00. The vehicle was a 2014 Nissan Pathfinder. A multi-vehicle collision involving a side-impact collision that resulted in major damage. The police were contacted, no witnesses were present, no police report was available, 3 vehicles were involved, 2 injury(ies) were reported.",N
183430,"Reported claims were totaling $47,160.00 and including injury $0.00, property $5,240.00, vehicle $41,920.00. A multi-vehicle collision involving a rear-end collision that resulted in minor damage in Columbus, NY at 5380 Pine St. The policy provides coverage 250/500, a $1,000.00 deductible, an annual premium of $1,187.96, an umbrella limit of $4,000,000.00.",N
431876,"The vehicle was a 1996 Accura RSX. The policy provides coverage 500/1000, a $2,000.00 deductible, an annual premium of $875.15, an umbrella limit of $0.00. A multi-vehicle collision involving a side-impact collision that resulted in a total loss.",N
285496,"Coverage terms include coverage 100/300, a $2,000.00 deductible, an annual premium of $972.18, an umbrella limit of $0.00. The insured is 55-year-old male, other-relative, working as prof-specialty, with High School education. a customer for 370 months, residing in ZIP 443920, hobbies include paintball. Around 8 pm, no injuries were reported, an ambulance was called, no witnesses were present, no property damage was reported, 3 vehicles were involved.",Y
115399,"A single-vehicle collision involving a head-on collision that resulted in a total loss in Northbend, WV at 5667 4th Drive. The insured is 55-year-old male, own-child, working as priv-house-serv, with MD education. a customer for 413 months, residing in ZIP 453148, hobbies include chess. On 2015-01-19, in Northbend, WV at 5667 4th Drive, single-vehicle collision involving a head-on collision that resulted in a total loss.",Y
736882,"A single-vehicle collision involving a rear-end collision that resulted in minor damage in Riverwood, VA at 2502 Apache Hwy. No police report was available, there were 3 witness(es), around 6 AM, one vehicle was involved, authorities were contacted, no property damage was reported. The insured is 40-year-old male, husband, working as craft-repair, with College education. a customer for 237 months, residing in ZIP 434733, hobbies include kayaking. On 2015-02-24, in Riverwood, VA at 2502 Apache Hwy, single-vehicle collision involving a rear-end collision that resulted in minor damage.",N
699044,"The vehicle was a 2006 Ford Escape. The insured is 35-year-old male, own-child, working as sales, with Masters education. a customer for 8 months; residing in ZIP 613982; hobbies include polo. The claim was recorded totaling $71,500.00 and including injury $16,500.00, property $11,000.00, vehicle $44,000.00. Coverage terms include coverage 100/300, a $2,000.00 deductible, an annual premium of $1,266.92, an umbrella limit of $0.00.",Y
863236,"The vehicle was a 2005 Toyota Camry. A parked car incident that resulted in minor damage in Arlington, PA at 2533 Elm St. Reported claims were totaling $9,020.00 and including injury $1,640.00, property $820.00, vehicle $6,560.00. The insured is 43-year-old male, own-child, working as prof-specialty, with High School education. a customer for 257 months, residing in ZIP 436984, hobbies include golf.",N
608513,"Policy details include coverage 100/300, a $500.00 deductible, an annual premium of $848.07, an umbrella limit of $3,000,000.00. Claims were filed totaling $5,720.00 and including injury $1,040.00, property $520.00, vehicle $4,160.00. The vehicle was a 2003 Suburu Forrestor.",Y
914088,"The vehicle was a 2009 Dodge Neon. Reported claims were totaling $69,840.00 and including injury $7,760.00, property $15,520.00, vehicle $46,560.00. A single-vehicle collision involving a side-impact collision that resulted in minor damage. The insured is 40-year-old female, not-in-family, working as sales, with JD education. a customer for 224 months; residing in ZIP 609837; hobbies include kayaking.",N
596785,"2 injury(ies) were reported, no property damage was reported, the police were contacted, no police report was available, one vehicle was involved, there were 2 witness(es), around 5 AM. A single-vehicle collision involving a rear-end collision that resulted in minor damage in Northbrook, SC at 2100 Francis Drive. On 2015-02-15, in Northbrook, SC at 2100 Francis Drive, single-vehicle collision involving a rear-end collision that resulted in minor damage.",N
908616,"The vehicle was a 2005 Toyota Corolla. A multi-vehicle collision involving a side-impact collision that resulted in major damage. Claims were filed totaling $75,600.00 and including injury $12,600.00, property $12,600.00, vehicle $50,400.00.",N
666333,"A multi-vehicle collision involving a side-impact collision that resulted in major damage. On 2015-02-28, in Riverwood, WV at 9038 2nd Lane, multi-vehicle collision involving a side-impact collision that resulted in major damage. The policy provides coverage 100/300, a $2,000.00 deductible, an annual premium of $1,337.28, an umbrella limit of $8,000,000.00. The insured is 37-year-old male, husband, working as craft-repair, with JD education. a customer for 166 months, residing in ZIP 610393, hobbies include reading.",Y
336614,"The vehicle was a 2008 BMW 3 Series. The claim was recorded totaling $29,790.00 and including injury $3,310.00, property $3,310.00, vehicle $23,170.00. On 2015-02-24, in Arlington, NY at 6092 5th Ave, multi-vehicle collision involving a head-on collision that resulted in a total loss.",N
584859,"The vehicle was a 2015 Suburu Impreza. On 2015-01-09, in Hillsdale, NY at 8353 Britain Ridge, multi-vehicle collision involving a head-on collision that resulted in major damage. The policy provides coverage 100/300, a $1,000.00 deductible, an annual premium of $1,558.29, an umbrella limit of $0.00. Reported claims were totaling $77,110.00 and including injury $14,020.00, property $14,020.00, vehicle $49,070.00.",N
990493,"The insured is 37-year-old male, own-child, working as prof-specialty, with PhD education. a customer for 149 months, residing in ZIP 603381, hobbies include yachting. No injuries were reported, the fire department was contacted, there were 1 witness(es), around 5 PM, property damage was reported, a police report was available, one vehicle was involved. The vehicle was a 1999 Audi A3.",N
129872,"The vehicle was a 1995 Mercedes C300. Property damage was reported, around 3 PM, 2 injury(ies) were reported, a police report was available, authorities were contacted, one vehicle was involved. Reported claims were totaling $53,100.00 and including injury $10,620.00, property $5,310.00, vehicle $37,170.00. Coverage terms include coverage 100/300, a $1,000.00 deductible, an annual premium of $1,334.15, an umbrella limit of $6,000,000.00.",Y
200152,"The vehicle was a 2004 Suburu Forrestor. The insured is 28-year-old female, unmarried, working as protective-serv, with Masters education. a customer for 62 months, residing in ZIP 430141, hobbies include camping. There were 1 witness(es), around 3 AM, a police report was available, 1 injury(ies) were reported, the police were contacted. A single-vehicle collision involving a rear-end collision that resulted in a total loss.",Y
933293,"The vehicle was a 2001 Suburu Legacy. The insured is 49-year-old female, unmarried, working as priv-house-serv, with JD education. a customer for 289 months, residing in ZIP 620757, hobbies include golf. A parked car incident that resulted in minor damage. Reported claims were totaling $5,330.00 and including injury $1,230.00, property $820.00, vehicle $3,280.00.",N
485664,"A multi-vehicle collision involving a rear-end collision that resulted in major damage in Hillsdale, NY at 3930 Embaracadero St. On 2015-01-21, in Hillsdale, NY at 3930 Embaracadero St, multi-vehicle collision involving a rear-end collision that resulted in major damage. Coverage terms include coverage 500/1000, a $2,000.00 deductible, an annual premium of $1,155.55, an umbrella limit of $0.00.",N
982871,"A single-vehicle collision involving a head-on collision that resulted in major damage in Columbus, NC at 3422 Flute St. The insured is 37-year-old male, wife, working as tech-support, with JD education. a customer for 199 months; residing in ZIP 474615; hobbies include video-games. Claims were filed totaling $60,170.00 and including injury $10,940.00, property $10,940.00, vehicle $38,290.00. No police report was available, around 4 AM, an ambulance was called, one vehicle was involved, no injuries were reported.",Y
206213,"A single-vehicle collision involving a rear-end collision that resulted in minor damage in Columbus, WV at 4862 Lincoln Hwy. On 2015-01-03, in Columbus, WV at 4862 Lincoln Hwy, single-vehicle collision involving a rear-end collision that resulted in minor damage. The insured is 26-year-old male, not-in-family, working as tech-support, with Associate education. a customer for 79 months, residing in ZIP 456446, hobbies include kayaking.",N
616337,"A single-vehicle collision involving a side-impact collision that resulted in major damage. On 2015-01-01, in Northbrook, WV at 5719 2nd Lane, single-vehicle collision involving a side-impact collision that resulted in major damage. Policy details include coverage 250/500, a $500.00 deductible, an annual premium of $1,737.66, an umbrella limit of $0.00.",Y
448961,"A multi-vehicle collision involving a side-impact collision that resulted in minor damage in Springfield, SC at 3221 Solo Ridge. On 2015-01-16, in Springfield, SC at 3221 Solo Ridge, multi-vehicle collision involving a side-impact collision that resulted in minor damage. The claim was recorded totaling $51,660.00 and including injury $5,740.00, property $5,740.00, vehicle $40,180.00.",N
790442,"A single-vehicle collision involving a rear-end collision that resulted in a total loss in Arlington, NC at 6660 MLK Drive. On 2015-02-10, in Arlington, NC at 6660 MLK Drive, single-vehicle collision involving a rear-end collision that resulted in a total loss. The policy provides coverage 250/500, a $500.00 deductible, an annual premium of $538.17, an umbrella limit of $0.00. The vehicle was a 2005 Mercedes E400.",N
108844,"Policy details include coverage 100/300, a $2,000.00 deductible, an annual premium of $1,081.08, an umbrella limit of $0.00. The vehicle was a 2014 Toyota Highlander. The insured is 44-year-old male, unmarried, working as priv-house-serv, with JD education. a customer for 269 months, residing in ZIP 468104, hobbies include reading.",N
430029,"The insured is 40-year-old female, husband, working as protective-serv, with MD education. a customer for 265 months, residing in ZIP 459407, hobbies include yachting. Authorities were contacted, there were 3 witness(es), no property damage was reported, 2 injury(ies) were reported, 3 vehicles were involved. The claim was recorded totaling $55,120.00 and including injury $6,890.00, property $0.00, vehicle $48,230.00. A multi-vehicle collision involving a rear-end collision that resulted in a total loss in Arlington, NY at 4234 Cherokee Lane.",N
529112,"A multi-vehicle collision involving a rear-end collision that resulted in a total loss in Northbend, NC at 7476 4th St. Coverage terms include coverage 100/300, a $500.00 deductible, an annual premium of $1,240.47, an umbrella limit of $0.00. The fire department was contacted, property damage was reported, around 11 AM, 3 vehicles were involved, 1 injury(ies) were reported.",N
939631,"A multi-vehicle collision involving a head-on collision that resulted in major damage in Arlington, WV at 8907 Tree Ave. Around 7 pm, 2 injury(ies) were reported, the fire department was contacted, 3 vehicles were involved, no police report was available, no property damage was reported. On 2015-01-10, in Arlington, WV at 8907 Tree Ave, multi-vehicle collision involving a head-on collision that resulted in major damage. The vehicle was a 2003 Audi A3.",Y
866931,"A vehicle theft that resulted in trivial damage. Coverage terms include coverage 500/1000, a $1,000.00 deductible, an annual premium of $1,123.87, an umbrella limit of $8,000,000.00. On 2015-02-26, in Arlington, NY at 6619 Flute Ave, vehicle theft that resulted in trivial damage.",N
582011,"The vehicle was a 2000 Mercedes C300. A single-vehicle collision involving a rear-end collision that resulted in a total loss in Springfield, WV at 6011 Britain St. Coverage terms include coverage 100/300, a $1,000.00 deductible, an annual premium of $1,245.89, an umbrella limit of $0.00. The claim was recorded totaling $76,600.00 and including injury $15,320.00, property $7,660.00, vehicle $53,620.00.",N
691189,"A multi-vehicle collision involving a head-on collision that resulted in minor damage in Riverwood, NY at 5104 Francis Drive. Reported claims were totaling $81,800.00 and including injury $16,360.00, property $8,180.00, vehicle $57,260.00. On 2015-01-03, in Riverwood, NY at 5104 Francis Drive, multi-vehicle collision involving a head-on collision that resulted in minor damage. A police report was available, no injuries were reported, there were 3 witness(es), 3 vehicles were involved, around 7 PM, the fire department was contacted.",N
537546,"Policy details include coverage 100/300, a $2,000.00 deductible, an annual premium of $1,073.83, an umbrella limit of $0.00. A vehicle theft that resulted in trivial damage. The vehicle was a 2008 BMW M5. The insured is 27-year-old female, husband, working as farming-fishing, with JD education. a customer for 91 months; residing in ZIP 609930; hobbies include polo.",N
394975,"2 injury(ies) were reported, there were 1 witness(es), a police report was available, one vehicle was involved. A vehicle theft that resulted in minor damage in Northbend, WV at 2644 Elm Drive. The vehicle was a 2000 Toyota Corolla. Coverage terms include coverage 100/300, a $1,000.00 deductible, an annual premium of $1,530.52, an umbrella limit of $0.00.",N
729634,"A multi-vehicle collision involving a side-impact collision that resulted in major damage in Columbus, NC at 7466 MLK Ridge. On 2015-01-27, in Columbus, NC at 7466 MLK Ridge, multi-vehicle collision involving a side-impact collision that resulted in major damage. The insured is 40-year-old female, husband, working as priv-house-serv, with JD education. a customer for 223 months, residing in ZIP 437818, hobbies include movies.",N
282195,"The insured is 39-year-old male, not-in-family, working as machine-op-inspct, with PhD education. a customer for 195 months, residing in ZIP 478423, hobbies include movies. A parked car incident that resulted in minor damage in Northbend, VA at 5821 2nd St. On 2015-02-27, in Northbend, VA at 5821 2nd St, parked car incident that resulted in minor damage. Claims were filed totaling $2,640.00 and including injury $480.00, property $480.00, vehicle $1,680.00.",N
420810,"The insured is 26-year-old male, not-in-family, working as craft-repair, with PhD education. a customer for 22 months; residing in ZIP 467784; hobbies include skydiving. The vehicle was a 1995 Chevrolet Silverado. Around 3 am, one vehicle was involved, property damage was reported, 1 injury(ies) were reported, the fire department was contacted, there were 2 witness(es), no police report was available.",N
524836,"A multi-vehicle collision involving a head-on collision that resulted in major damage in Columbus, SC at 4866 4th Hwy. On 2015-02-28, in Columbus, SC at 4866 4th Hwy, multi-vehicle collision involving a head-on collision that resulted in major damage. The claim was recorded totaling $56,430.00 and including injury $0.00, property $6,270.00, vehicle $50,160.00.",N
307195,"A parked car incident that resulted in minor damage. The insured is 32-year-old female, own-child, working as adm-clerical, with Masters education. a customer for 94 months, residing in ZIP 464691, hobbies include hiking. On 2015-02-22, in Riverwood, VA at 5418 Britain Ave, parked car incident that resulted in minor damage. Policy details include coverage 500/1000, a $1,000.00 deductible, an annual premium of $1,414.74, an umbrella limit of $0.00.",N
623648,"An ambulance was called, around 10 PM, one vehicle was involved, property damage was reported, there were 1 witness(es), no injuries were reported. The claim was recorded totaling $65,790.00 and including injury $7,310.00, property $7,310.00, vehicle $51,170.00. The policy provides coverage 250/500, a $2,000.00 deductible, an annual premium of $1,470.06, an umbrella limit of $0.00. The insured is 39-year-old male, husband, working as other-service, with PhD education. a customer for 11 months, residing in ZIP 431683, hobbies include yachting.",N
485372,"The insured is 36-year-old female, own-child, working as adm-clerical, with MD education. a customer for 151 months, residing in ZIP 431725, hobbies include kayaking. Reported claims were totaling $62,920.00 and including injury $11,440.00, property $5,720.00, vehicle $45,760.00. Coverage terms include coverage 250/500, a $2,000.00 deductible, an annual premium of $870.63, an umbrella limit of $0.00.",N
598554,"A multi-vehicle collision involving a rear-end collision that resulted in major damage in Springfield, NY at 6618 Cherokee Drive. On 2015-01-10, in Springfield, NY at 6618 Cherokee Drive, multi-vehicle collision involving a rear-end collision that resulted in major damage. The insured is 34-year-old male, other-relative, working as machine-op-inspct, with PhD education. a customer for 154 months; residing in ZIP 609216; hobbies include base-jumping. Policy details include coverage 100/300, a $500.00 deductible, an annual premium of $795.23, an umbrella limit of $0.00.",Y
303987,"A multi-vehicle collision involving a side-impact collision that resulted in a total loss in Springfield, OH at 7459 Flute St. No property damage was reported, authorities were contacted, no police report was available, 3 vehicles were involved, no injuries were reported, around 11 PM. The insured is 44-year-old male, husband, working as handlers-cleaners, with JD education. a customer for 245 months, residing in ZIP 452787, hobbies include basketball.",N
343161,"Coverage terms include coverage 500/1000, a $1,000.00 deductible, an annual premium of $993.51, an umbrella limit of $0.00. A single-vehicle collision involving a side-impact collision that resulted in minor damage. The vehicle was a 2011 BMW M5.",N
519312,"The vehicle was a 2003 Suburu Legacy. A police report was available, property damage was reported, 3 vehicles were involved, 2 injury(ies) were reported, around 8 PM, the fire department was contacted. The insured is 42-year-old male, own-child, working as transport-moving, with JD education. a customer for 215 months; residing in ZIP 435489; hobbies include video-games. The policy provides coverage 500/1000, a $500.00 deductible, an annual premium of $1,848.81, an umbrella limit of $0.00.",Y
132902,"The vehicle was a 2006 Ford Escape. The policy provides coverage 250/500, a $2,000.00 deductible, an annual premium of $1,641.73, an umbrella limit of $5,000,000.00. The claim was recorded totaling $59,130.00 and including injury $6,570.00, property $6,570.00, vehicle $45,990.00. No property damage was reported, no injuries were reported, 3 vehicles were involved, no witnesses were present, around 4 PM, the fire department was contacted.",Y
332867,"The insured is 39-year-old female, other-relative, working as exec-managerial, with MD education. a customer for 254 months, residing in ZIP 458364, hobbies include chess. A multi-vehicle collision involving a head-on collision that resulted in minor damage in Arlington, NY at 1218 Sky Hwy. On 2015-02-22, in Arlington, NY at 1218 Sky Hwy, multi-vehicle collision involving a head-on collision that resulted in minor damage. The vehicle was a 1995 Dodge Neon.",Y
356590,"The insured is 31-year-old female, not-in-family, working as tech-support, with High School education. a customer for 107 months, residing in ZIP 476458, hobbies include paintball. No injuries were reported, the fire department was contacted, there were 1 witness(es), property damage was reported, one vehicle was involved, around 12 PM, no police report was available. The vehicle was a 2009 Audi A5. On 2015-01-30, in Springfield, SC at 9169 Pine Ridge, single-vehicle collision involving a side-impact collision that resulted in minor damage.",Y
346002,"The insured is 64-year-old female, unmarried, working as adm-clerical, with Associate education. a customer for 478 months, residing in ZIP 602433, hobbies include reading. Policy details include coverage 250/500, a $500.00 deductible, an annual premium of $835.02, an umbrella limit of $0.00. There were 1 witness(es), no property damage was reported, 1 injury(ies) were reported, 3 vehicles were involved, around 5 PM, no police report was available. The claim was recorded totaling $33,930.00 and including injury $0.00, property $3,770.00, vehicle $30,160.00.",N
500533,"Policy details include coverage 100/300, a $1,000.00 deductible, an annual premium of $1,061.33, an umbrella limit of $0.00. The vehicle was a 1997 Audi A5. The claim was recorded totaling $68,530.00 and including injury $12,460.00, property $6,230.00, vehicle $49,840.00.",N
348209,"A parked car incident that resulted in minor damage. Claims were filed totaling $4,300.00 and including injury $860.00, property $860.00, vehicle $2,580.00. There were 1 witness(es), around 1 PM, one vehicle was involved, no injuries were reported.",N
486676,"Reported claims were totaling $68,310.00 and including injury $12,420.00, property $6,210.00, vehicle $49,680.00. Coverage terms include coverage 100/300, a $500.00 deductible, an annual premium of $1,105.49, an umbrella limit of $0.00. On 2015-02-20, in Hillsdale, SC at 8006 Maple Hwy, multi-vehicle collision involving a side-impact collision that resulted in major damage.",Y
260845,"A single-vehicle collision involving a head-on collision that resulted in a total loss in Northbrook, WV at 6751 Pine Ridge. The vehicle was a 1995 Honda Civic. The policy provides coverage 100/300, a $2,000.00 deductible, an annual premium of $1,055.53, an umbrella limit of $0.00.",Y
657045,"A single-vehicle collision involving a rear-end collision that resulted in minor damage in Arlington, NC at 2324 Texas Ridge. The insured is 41-year-old female, husband, working as sales, with Associate education. a customer for 199 months; residing in ZIP 452597; hobbies include paintball. The vehicle was a 1999 Chevrolet Malibu. Reported claims were totaling $30,100.00 and including injury $3,010.00, property $0.00, vehicle $27,090.00.",N
761189,"Reported claims were totaling $57,120.00 and including injury $9,520.00, property $4,760.00, vehicle $42,840.00. No property damage was reported, a police report was available, 2 injury(ies) were reported, no witnesses were present, 3 vehicles were involved, around 7 AM, the fire department was contacted. A multi-vehicle collision involving a rear-end collision that resulted in minor damage. The insured is 37-year-old female, not-in-family, working as transport-moving, with College education. a customer for 215 months, residing in ZIP 614417, hobbies include golf.",N
175177,"The vehicle was a 2005 BMW X6. The claim was recorded totaling $42,930.00 and including injury $9,540.00, property $4,770.00, vehicle $28,620.00. Coverage terms include coverage 100/300, a $1,000.00 deductible, an annual premium of $1,405.99, an umbrella limit of $0.00.",N
116700,"A multi-vehicle collision involving a head-on collision that resulted in a total loss. On 2015-01-15, in Riverwood, SC at 5053 Tree Drive, multi-vehicle collision involving a head-on collision that resulted in a total loss. Coverage terms include coverage 100/300, a $1,000.00 deductible, an annual premium of $1,425.54, an umbrella limit of $0.00. The vehicle was a 2010 Ford Fusion.",N
166264,"The vehicle was a 1998 Suburu Legacy. The insured is 45-year-old female, husband, working as handlers-cleaners, with College education. a customer for 270 months, residing in ZIP 476978, hobbies include golf. Coverage terms include coverage 500/1000, a $1,000.00 deductible, an annual premium of $1,038.09, an umbrella limit of $0.00.",N
527945,"Reported claims were totaling $59,730.00 and including injury $10,860.00, property $10,860.00, vehicle $38,010.00. The insured is 47-year-old male, not-in-family, working as transport-moving, with College education. a customer for 319 months, residing in ZIP 600648, hobbies include dancing. There were 2 witness(es), no injuries were reported, around 10 PM, no property damage was reported, 3 vehicles were involved, the police were contacted. Coverage terms include coverage 250/500, a $500.00 deductible, an annual premium of $1,307.11, an umbrella limit of $0.00.",N
627540,"Claims were filed totaling $8,060.00 and including injury $1,240.00, property $1,240.00, vehicle $5,580.00. The vehicle was a 2004 Saab 95. On 2015-01-24, in Springfield, SC at 7877 Sky Lane, vehicle theft that resulted in minor damage.",N
279422,"There were 2 witness(es), the fire department was contacted, around 4 PM, 1 injury(ies) were reported. The claim was recorded totaling $72,200.00 and including injury $14,440.00, property $7,220.00, vehicle $50,540.00. Coverage terms include coverage 500/1000, a $500.00 deductible, an annual premium of $976.67, an umbrella limit of $0.00. On 2015-01-21, in Northbrook, SC at 6530 Weaver Ave, single-vehicle collision involving a rear-end collision that resulted in major damage.",Y
484200,"A multi-vehicle collision involving a side-impact collision that resulted in minor damage in Arlington, NC at 3087 Oak Hwy. There were 2 witness(es), no police report was available, 3 vehicles were involved, no property damage was reported, an ambulance was called, 1 injury(ies) were reported. The vehicle was a 2005 Accura MDX. On 2015-02-19, in Arlington, NC at 3087 Oak Hwy, multi-vehicle collision involving a side-impact collision that resulted in minor damage.",N
645258,"The vehicle was a 2005 Accura TL. Reported claims were totaling $6,600.00 and including injury $660.00, property $1,320.00, vehicle $4,620.00. The insured is 40-year-old female, wife, working as exec-managerial, with Masters education. a customer for 244 months; residing in ZIP 603123; hobbies include video-games. A vehicle theft that resulted in trivial damage in Northbrook, NC at 7098 Lincoln Hwy.",N
694662,"A vehicle theft that resulted in minor damage. On 2015-01-29, in Northbrook, NY at 5124 Maple St, vehicle theft that resulted in minor damage. The vehicle was a 2002 Nissan Maxima.",N
